conflict_new_id,conflict_name,dyad_new_id,dyad_name,type_of_violence,active_year,country,conflict_dyad,dyad_ep_start,dyad_ep_end,dyad_recurrence_date,dyad_ep_id,conf_ep_start,conf_ep_end,conf_recurrence_date,conf_ep_id,location,incompatibility,territory_name,type_of_conflict,region,conf_subid,conf_recurrence,confactor_recurrence,dyad_recurrence,factions,link_type_1,link_id_1,link_type_2,link_id_2,link_type_3,link_id_3,link_type_4,link_id_4,link_type_5,link_id_5,link_type_6,link_id_6,dyad_recurrence_years,conf_recurrence_years,conf_ep_low,conf_ep_best,conf_ep_high,dyad_ep_low,dyad_ep_best,dyad_ep_high,conf_ep_freq,dyad_ep_freq,cont_dyad,cont_conf
289,Colombia: Government,623,Government of Colombia - FARC,1,0,Colombia,289_623,1/1/1989,11/16/2016,,289_623_2016,1/1/1989,12/29/2018,,289_2018,Colombia,2,,3,5,1,0,0,0,3,1,289_15488_2018,,,,,,,,,,,,,19693,19835,23200,16716,16857,20121,3456,2731,0,0
289,Colombia: Government,624,Government of Colombia - ELN,1,1,Colombia,289_624,1/11/1989,11/7/2010,5/22/2013,289_624_2010,1/1/1989,12/29/2018,,289_2018,Colombia,2,,3,5,1,0,0,1,5,,,,,,,,,,,,,3,,19693,19835,23200,2517,2518,2613,3456,582,0,0
289,Colombia: Government,624,Government of Colombia - ELN,1,1,Colombia,289_624,5/22/2013,12/29/2018,,289_624_2018,1/1/1989,12/29/2018,,289_2018,Colombia,2,,3,5,1,0,0,0,,,,,,,,,,,,,,,,19693,19835,23200,202,202,208,3456,65,0,0
289,Colombia: Government,626,Government of Colombia - EPL,1,1,Colombia,289_626,3/9/1989,10/5/1990,,289_626_1990,1/1/1989,12/29/2018,,289_2018,Colombia,2,,3,5,1,0,0,0,3,1,289_15558_1991,,,,,,,,,,,,,19693,19835,23200,68,68,68,3456,11,0,0
289,Colombia: Government,15488,Government of Colombia - FARC dissidents,1,1,Colombia,289_15488,4/8/2017,12/22/2018,,289_15488_2018,1/1/1989,12/29/2018,,289_2018,Colombia,2,,3,5,1,0,0,0,4,2,289_623_2016,,,,,,,,,,,,,19693,19835,23200,89,89,89,3456,29,0,0
289,Colombia: Government,15558,Government of Colombia - EPL - Megateo,1,0,Colombia,289_15558,9/9/1991,9/9/1991,2/8/1993,289_15558_1991,1/1/1989,12/29/2018,,289_2018,Colombia,2,,3,5,1,0,0,1,4,2,289_626_1990,,,,,,,,,,,2,,19693,19835,23200,6,6,6,3456,1,0,0
289,Colombia: Government,15558,Government of Colombia - EPL - Megateo,1,0,Colombia,289_15558,2/8/1993,3/8/1994,9/25/1996,289_15558_1994,1/1/1989,12/29/2018,,289_2018,Colombia,2,,3,5,1,0,0,1,,,,,,,,,,,,,,2,,19693,19835,23200,13,13,13,3456,3,0,0
289,Colombia: Government,15558,Government of Colombia - EPL - Megateo,1,0,Colombia,289_15558,9/25/1996,10/28/2000,12/24/2002,289_15558_2000,1/1/1989,12/29/2018,,289_2018,Colombia,2,,3,5,1,0,0,1,,,,,,,,,,,,,,2,,19693,19835,23200,23,23,23,3456,8,0,0
289,Colombia: Government,15558,Government of Colombia - EPL - Megateo,1,0,Colombia,289_15558,12/24/2002,12/24/2002,1/22/2004,289_15558_2002,1/1/1989,12/29/2018,,289_2018,Colombia,2,,3,5,1,0,0,1,,,,,,,,,,,,,,2,,19693,19835,23200,5,5,5,3456,1,0,0
289,Colombia: Government,15558,Government of Colombia - EPL - Megateo,1,0,Colombia,289_15558,1/22/2004,7/8/2007,10/2/2015,289_15558_2007,1/1/1989,12/29/2018,,289_2018,Colombia,2,,3,5,1,0,0,1,,,,,,,,,,,,,,8,,19693,19835,23200,47,47,47,3456,23,0,0
289,Colombia: Government,15558,Government of Colombia - EPL - Megateo,1,0,Colombia,289_15558,10/2/2015,5/2/2016,,289_15558_2016,1/1/1989,12/29/2018,,289_2018,Colombia,2,,3,5,1,0,0,0,,,,,,,,,,,,,,,,19693,19835,23200,7,7,7,3456,2,0,0
291,Indonesia: West Papua,628,Government of Indonesia - OPM,1,0,Indonesia,291_628,7/26/1989,8/1/1989,10/27/1991,291_628_1989,7/26/1989,8/1/1989,10/27/1991,291_1989,Indonesia,1,West Papua,3,3,1,1,1,1,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,0,0
291,Indonesia: West Papua,628,Government of Indonesia - OPM,1,0,Papua New Guinea,291_628,10/27/1991,5/31/1992,5/30/1995,291_628_1992,10/27/1991,5/31/1992,5/30/1995,291_1992,Indonesia,1,West Papua,3,3,1,1,1,1,,,,,,,,,,,,,,3,3,4,4,4,4,4,4,2,2,0,0
291,Indonesia: West Papua,628,Government of Indonesia - OPM,1,0,Indonesia,291_628,5/30/1995,12/29/1996,1/1/1998,291_628_1996,5/30/1995,12/29/1996,1/1/1998,291_1996,Indonesia,1,West Papua,3,3,1,1,1,1,,,,,,,,,,,,,,2,2,3,3,13,3,3,13,4,4,0,0
291,Indonesia: West Papua,628,Government of Indonesia - OPM,1,0,Indonesia,291_628,1/1/1998,12/31/1998,12/15/2000,291_628_1998,1/1/1998,12/31/1998,12/15/2000,291_1998,Indonesia,1,West Papua,3,3,1,1,1,1,,,,,,,,,,,,,,2,2,0,0,1,0,0,1,1,1,0,0
291,Indonesia: West Papua,628,Government of Indonesia - OPM,1,0,Indonesia,291_628,12/15/2000,12/31/2001,3/16/2006,291_628_2001,12/15/2000,12/31/2001,3/16/2006,291_2001,Indonesia,1,West Papua,3,3,1,2,1,2,,,,,,,,,,,,,,5,5,1,1,21,1,1,21,2,2,0,0
291,Indonesia: West Papua,628,Government of Indonesia - OPM,1,0,Indonesia,291_628,3/16/2006,4/10/2006,2/21/2013,291_628_2006,3/16/2006,4/10/2006,2/21/2013,291_2006,Indonesia,1,West Papua,3,3,1,1,1,1,,,,,,,,,,,,,,7,7,10,10,10,10,10,10,2,2,0,0
291,Indonesia: West Papua,628,Government of Indonesia - OPM,1,0,Indonesia,291_628,2/21/2013,8/1/2014,10/22/2017,291_628_2014,2/21/2013,8/1/2014,10/22/2017,291_2014,Indonesia,1,West Papua,3,3,1,1,1,1,,,,,,,,,,,,,,3,3,32,32,32,32,32,32,10,10,0,0
291,Indonesia: West Papua,628,Government of Indonesia - OPM,1,1,Indonesia,291_628,10/22/2017,12/2/2018,,291_628_2018,10/22/2017,12/2/2018,,291_2018,Indonesia,1,West Papua,3,3,1,0,0,0,,,,,,,,,,,,,,,,26,27,43,26,27,43,7,7,0,0
292,Peru:Government,631,Government of Peru - Sendero Luminoso,1,0,Peru,292_631,1/1/1989,6/24/2004,2/19/2006,292_631_2004,1/1/1989,6/24/2004,2/19/2006,292_2004,Peru,2,,3,5,1,1,2,2,,,,,,,,,,,,,,2,2,6566,6583,6609,6097,6097,6123,563,523,0,0
292,Peru:Government,631,Government of Peru - Sendero Luminoso,1,0,Peru,292_631,2/19/2006,12/13/2011,8/11/2013,292_631_2011,2/19/2006,12/13/2011,8/11/2013,292_2011,Peru,2,,3,5,1,1,1,1,,,,,,,,,,,,,,2,2,170,170,202,170,170,202,55,55,0,0
292,Peru:Government,631,Government of Peru - Sendero Luminoso,1,0,Peru,292_631,8/11/2013,10/15/2017,,292_631_2017,8/11/2013,10/15/2017,,292_2017,Peru,2,,3,5,1,0,0,0,,,,,,,,,,,,,,,,35,35,35,35,35,35,12,12,0,0
292,Peru:Government,632,Government of Peru - MRTA,1,0,Peru,292_632,3/3/1989,4/20/1994,9/1/1996,292_632_1994,1/1/1989,6/24/2004,2/19/2006,292_2004,Peru,2,,3,5,1,1,2,1,,,,,,,,,,,,,,2,2,6566,6583,6609,436,453,453,563,37,0,0
292,Peru:Government,632,Government of Peru - MRTA,1,0,Peru,292_632,9/1/1996,4/22/1997,,292_632_1997,1/1/1989,6/24/2004,2/19/2006,292_2004,Peru,2,,3,5,1,1,2,0,,,,,,,,,,,,,,,2,6566,6583,6609,33,33,33,563,3,0,0
294,Cambodia (Kampuchea) - Thailand,634,Government of Cambodia (Kampuchea) - Government of Thailand,1,0,Thailand,294_634,2/28/1995,10/3/1995,8/27/1997,294_634_1995,2/28/1995,10/3/1995,8/27/1997,294_1995,"Cambodia (Kampuchea), Thailand",1,Common Border,2,3,1,1,1,1,,,,,,,,,,,,,,2,2,7,7,31,7,7,31,5,5,0,0
294,Cambodia (Kampuchea) - Thailand,634,Government of Cambodia (Kampuchea) - Government of Thailand,1,0,Thailand,294_634,8/27/1997,10/26/1998,10/15/2008,294_634_1998,8/27/1997,10/26/1998,10/15/2008,294_1998,"Cambodia (Kampuchea), Thailand",1,Common Border,2,3,1,1,1,1,,,,,,,,,,,,,,10,10,12,12,16,12,12,16,5,5,0,0
294,Cambodia (Kampuchea) - Thailand,634,Government of Cambodia (Kampuchea) - Government of Thailand,1,0,Cambodia (Kampuchea),294_634,10/15/2008,4/3/2009,2/1/2011,294_634_2009,10/15/2008,4/3/2009,2/1/2011,294_2009,"Cambodia (Kampuchea), Thailand",1,Common Border,2,3,1,1,1,1,,,,,,,,,,,,,,2,2,4,4,7,4,4,7,2,2,0,0
294,Cambodia (Kampuchea) - Thailand,634,Government of Cambodia (Kampuchea) - Government of Thailand,1,1,Thailand,294_634,2/1/2011,5/2/2011,,294_634_2011,2/1/2011,5/2/2011,,294_2011,"Cambodia (Kampuchea), Thailand",1,Common Border,2,3,1,0,0,0,,,,,,,,,,,,,,,,29,29,36,29,29,36,12,12,0,0
297,Nigeria: Government,640,Government of Nigeria - Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1,1,Nigeria,297_640,6/9/2009,12/30/2018,,297_640_2018,6/9/2009,12/30/2018,,297_2018,Nigeria,2,,3,4,1,0,0,0,,4,13641_2018,-99,424_889_2004,,,,,,,,,,,11942,12229,14629,11942,12229,14629,974,974,0,0
300,Cambodia (Kampuchea): Government,644,Government of Cambodia (Kampuchea) - KR,1,1,Cambodia (Kampuchea),300_644,1/1/1989,10/3/1998,,300_644_1998,1/1/1989,10/24/1998,,300_1998,Cambodia (Kampuchea),2,,3,3,1,0,0,0,,,,,,,,,,,,,,,,4236,4312,8330,3124,3200,6660,434,370,0,0
300,Cambodia (Kampuchea): Government,646,Government of Cambodia (Kampuchea) - KPNLF,1,1,Cambodia (Kampuchea),300_646,3/6/1989,10/21/1991,,300_646_1991,1/1/1989,10/24/1998,,300_1998,Cambodia (Kampuchea),2,,3,3,1,0,0,5,,,,,,,,,,,,,,,,4236,4312,8330,401,401,603,434,22,0,0
300,Cambodia (Kampuchea): Government,647,Government of Cambodia (Kampuchea) - FUNCINPEC,1,1,Cambodia (Kampuchea),300_647,1/1/1989,6/30/1989,5/1/1991,300_647_1989,1/1/1989,10/24/1998,,300_1998,Cambodia (Kampuchea),2,,3,3,1,0,0,1,,,,,,,,,,,,,,2,,4236,4312,8330,143,143,143,434,3,0,0
300,Cambodia (Kampuchea): Government,647,Government of Cambodia (Kampuchea) - FUNCINPEC,1,1,Cambodia (Kampuchea),300_647,5/1/1991,5/1/1991,8/27/1997,300_647_1991,1/1/1989,10/24/1998,,300_1998,Cambodia (Kampuchea),2,,3,3,1,0,0,5,,,,,,,,,,,,,,6,,4236,4312,8330,150,150,250,434,1,0,0
300,Cambodia (Kampuchea): Government,647,Government of Cambodia (Kampuchea) - FUNCINPEC,1,0,Thailand,300_647,8/27/1997,8/27/1997,,300_647_1997,1/1/1989,10/24/1998,,300_1998,Cambodia (Kampuchea),2,,3,3,1,0,0,5,,,,,,,,,,,,,,,,4236,4312,8330,1,1,1,434,1,0,0
300,Cambodia (Kampuchea): Government,15800,Government of Cambodia (Kampuchea) - Forces of Norodom Ranariddh,1,1,Cambodia (Kampuchea),300_15800,7/8/1997,10/24/1998,,300_15800_1998,1/1/1989,10/24/1998,,300_1998,Cambodia (Kampuchea),2,,3,3,1,0,0,5,,,,,,,,,,,,,,,,4236,4312,8330,352,352,608,434,32,0,0
300,Cambodia (Kampuchea): Government,15801,Government of Cambodia (Kampuchea) - Military faction (Forces of Hun Sen),1,1,Cambodia (Kampuchea),300_15801,7/5/1997,7/6/1997,,300_15801_1997,1/1/1989,10/24/1998,,300_1998,Cambodia (Kampuchea),2,,3,3,1,0,0,4,,5,300_15800_1998,5,300_647_1997,,,,,,,,,,,4236,4312,8330,65,65,65,434,5,1,0
307,Guinea: Government,654,Government of Guinea - RFDG,1,1,Sierra Leone,307_654,9/1/2000,7/19/2001,,307_654_2001,9/1/2000,7/19/2001,,307_2001,Guinea,2,,3,4,1,0,0,0,,,,,,,,,,,,,,,,614,649,1300,614,649,1300,29,29,0,0
308,Philippines: Mindanao,656,Government of Philippines - MNLF,1,1,Philippines,308_656,1/31/1989,8/2/1990,2/9/1993,308_656_1990,1/31/1989,8/2/1990,2/9/1993,308_1990,Philippines,1,Mindanao,3,3,1,1,2,1,,,,,,,,,,,,,,3,3,256,256,256,179,179,179,25,21,0,0
308,Philippines: Mindanao,656,Government of Philippines - MNLF,1,0,Philippines,308_656,2/9/1993,10/6/1994,1/3/1996,308_656_1994,2/9/1993,12/13/2018,,308_2018,Philippines,1,Mindanao,3,3,1,0,0,1,,,,,,,,,,,,,,2,,7473,7862,9460,135,135,158,1165,10,0,0
308,Philippines: Mindanao,656,Government of Philippines - MNLF,1,0,Philippines,308_656,1/3/1996,1/3/1996,12/3/2000,308_656_1996,2/9/1993,12/13/2018,,308_2018,Philippines,1,Mindanao,3,3,1,0,0,2,,,,,,,,,,,,,,4,,7473,7862,9460,5,5,5,1165,1,0,0
308,Philippines: Mindanao,656,Government of Philippines - MNLF,1,0,Philippines,308_656,12/3/2000,11/14/2001,8/19/2009,308_656_2001,2/9/1993,12/13/2018,,308_2018,Philippines,1,Mindanao,3,3,1,0,0,2,3,1,308_659_2002,1,308_660_2007,,,,,,,,,8,,7473,7862,9460,4,4,21,1165,5,0,0
308,Philippines: Mindanao,656,Government of Philippines - MNLF,1,0,Philippines,308_656,8/19/2009,8/19/2009,,308_656_2009,2/9/1993,12/13/2018,,308_2018,Philippines,1,Mindanao,3,3,1,0,0,0,,,,,,,,,,,,,,,,7473,7862,9460,10,10,10,1165,2,0,0
308,Philippines: Mindanao,657,Government of Philippines - MILF,1,1,Philippines,308_657,1/27/1990,8/2/1990,8/27/1994,308_657_1990,1/31/1989,8/2/1990,2/9/1993,308_1990,Philippines,1,Mindanao,3,3,1,1,2,1,,,,,,,,,,,,,,4,3,256,256,256,77,77,77,25,4,0,0
308,Philippines: Mindanao,657,Government of Philippines - MILF,1,1,Philippines,308_657,8/27/1994,12/19/1994,3/7/1996,308_657_1994,2/9/1993,12/13/2018,,308_2018,Philippines,1,Mindanao,3,3,1,0,0,1,,,,,,,,,,,,,,2,,7473,7862,9460,104,104,121,1165,8,0,0
308,Philippines: Mindanao,657,Government of Philippines - MILF,1,0,Philippines,308_657,3/7/1996,2/10/2016,,308_657_2016,2/9/1993,12/13/2018,,308_2018,Philippines,1,Mindanao,3,3,1,0,0,0,1,1,308_11246_2016,,,,,,,,,,,,,7473,7862,9460,3176,3396,4163,1165,395,0,0
308,Philippines: Mindanao,658,Government of Philippines - ASG,1,1,Philippines,308_658,5/3/1993,12/13/2018,,308_658_2018,2/9/1993,12/13/2018,,308_2018,Philippines,1,Mindanao,3,3,1,0,0,0,1,,,,,,,,,,,,,,,7473,7862,9460,3026,3078,3530,1165,581,0,0
308,Philippines: Mindanao,659,Government of Philippines - MNLF - NM,1,0,Philippines,308_659,11/19/2001,2/12/2002,2/7/2005,308_659_2002,2/9/1993,12/13/2018,,308_2018,Philippines,1,Mindanao,3,3,1,0,0,1,4,2,308_656_2001,,,,,,,,,,,3,,7473,7862,9460,121,218,252,1165,14,0,0
308,Philippines: Mindanao,659,Government of Philippines - MNLF - NM,1,1,Philippines,308_659,2/7/2005,2/8/2005,9/9/2013,308_659_2005,2/9/1993,12/13/2018,,308_2018,Philippines,1,Mindanao,3,3,1,0,0,2,,,,,,,,,,,,,,8,,7473,7862,9460,32,32,59,1165,5,0,0
308,Philippines: Mindanao,659,Government of Philippines - MNLF - NM,1,1,Philippines,308_659,9/9/2013,10/10/2013,,308_659_2013,2/9/1993,12/13/2018,,308_2018,Philippines,1,Mindanao,3,3,1,0,0,0,,,,,,,,,,,,,,,,7473,7862,9460,239,239,239,1165,27,0,0
308,Philippines: Mindanao,660,Government of Philippines - MNLF - HM,1,1,Philippines,308_660,4/13/2007,5/8/2007,10/31/2009,308_660_2007,2/9/1993,12/13/2018,,308_2018,Philippines,1,Mindanao,3,3,1,0,0,1,4,2,308_656_2001,,,,,,,,,,,2,,7473,7862,9460,25,25,25,1165,5,0,0
308,Philippines: Mindanao,660,Government of Philippines - MNLF - HM,1,0,Philippines,308_660,10/31/2009,11/1/2009,,308_660_2009,2/9/1993,12/13/2018,,308_2018,Philippines,1,Mindanao,3,3,1,0,0,3,,4,308_659_2013,,,,,,,,,,,,,7473,7862,9460,7,7,7,1165,3,1,0
308,Philippines: Mindanao,11246,Government of Philippines - BIFM,1,1,Philippines,308_11246,8/5/2012,3/14/2016,,308_11246_2016,2/9/1993,12/13/2018,,308_2018,Philippines,1,Mindanao,3,3,1,0,0,3,-99,2,308_657_2016,4,14275_15473_2018,1,308_15475_2018,,,,,,,,,7473,7862,9460,466,484,708,1165,95,1,0
308,Philippines: Mindanao,14913,Government of Philippines - Maute group,1,1,Philippines,308_14913,2/20/2016,2/22/2016,,308_14913_2016,2/9/1993,12/13/2018,,308_2018,Philippines,1,Mindanao,3,3,1,0,0,3,,4,14275_15473_2018,,,,,,,,,,,,,7473,7862,9460,28,30,66,1165,3,1,0
308,Philippines: Mindanao,15474,Government of Philippines - al-Harakat al-Islamiyah,1,1,Philippines,308_15474,1/19/2016,4/10/2016,,308_15474_2016,2/9/1993,12/13/2018,,308_2018,Philippines,1,Mindanao,3,3,1,0,0,3,2,4,14275_15473_2018,2,308_658_2018,,,,,,,,,,,7473,7862,9460,57,57,58,1165,7,1,0
308,Philippines: Mindanao,15475,Government of Philippines - BIFM-K,1,1,Philippines,308_15475,7/26/2016,7/6/2018,,308_15475_2018,2/9/1993,12/13/2018,,308_2018,Philippines,1,Mindanao,3,3,1,0,0,0,2,2,308_11246_2016,,,,,,,,,,,,,7473,7862,9460,38,38,38,1165,4,0,0
309,Sudan: Government,663,Government of Sudan - SPLM/A,1,1,Sudan,309_663,1/1/1989,8/15/2004,,309_663_2004,1/1/1989,12/16/2018,,309_2018,Sudan,2,,3,4,1,0,0,0,1,4,309_664_2002,1,309_11975_2011,3,11345_2018,,,,,,,,,48989,49356,79391,31240,31240,45627,1405,410,0,0
309,Sudan: Government,664,Government of Sudan - NDA,1,0,Sudan,309_664,4/20/1996,10/20/2002,,309_664_2002,1/1/1989,12/16/2018,,309_2018,Sudan,2,,3,4,1,0,0,0,6,6,309_663_2004,,,,,,,,,,,,,48989,49356,79391,2891,2891,3286,1405,99,0,0
309,Sudan: Government,665,Government of Sudan - JEM,1,1,Sudan,309_665,10/4/2003,6/9/2004,1/19/2007,309_665_2004,1/1/1989,12/16/2018,,309_2018,Sudan,2,,3,4,2,0,0,3,,4,309_667_2006,,,,,,,,,,,3,,48989,49356,79391,937,937,1395,1405,8,1,0
309,Sudan: Government,665,Government of Sudan - JEM,1,1,Sudan,309_665,1/19/2007,9/19/2011,,309_665_2011,1/1/1989,12/16/2018,,309_2018,Sudan,2,,3,4,2,0,0,0,,,,,,,,,,,,,,,,48989,49356,79391,1629,1637,2143,1405,76,0,0
309,Sudan: Government,666,Government of Sudan - SLM/A,1,1,Sudan,309_666,4/9/2003,9/8/2011,,309_666_2011,1/1/1989,12/16/2018,,309_2018,Sudan,2,,3,4,2,0,0,0,,,,,,,,,,,,,,,,48989,49356,79391,4683,4783,7092,1405,112,0,0
309,Sudan: Government,667,Government of Sudan - NRF,1,1,Sudan,309_667,7/3/2006,12/20/2006,,309_667_2006,1/1/1989,12/16/2018,,309_2018,Sudan,2,,3,4,2,0,0,3,6,6,309_665_2004,6,309_669_2008,4,309_665_2011,4,309_669_2013,,,,,,,48989,49356,79391,810,810,2524,1405,17,1,0
309,Sudan: Government,668,Government of Sudan - SLM/A - MM,1,0,Sudan,309_668,1/23/2006,10/2/2007,12/10/2010,309_668_2007,1/1/1989,12/16/2018,,309_2018,Sudan,2,,3,4,2,0,0,1,2,2,309_666_2011,,,,,,,,,,,3,,48989,49356,79391,154,154,157,1405,14,0,0
309,Sudan: Government,668,Government of Sudan - SLM/A - MM,1,0,Sudan,309_668,12/10/2010,2/25/2011,,309_668_2011,1/1/1989,12/16/2018,,309_2018,Sudan,2,,3,4,2,0,0,0,,,,,,,,,,,,,,,,48989,49356,79391,2,2,4,1405,2,0,0
309,Sudan: Government,669,Government of Sudan - SLM/A-Unity,1,1,Sudan,309_669,4/19/2007,11/20/2008,2/28/2013,309_669_2008,1/1/1989,12/16/2018,,309_2018,Sudan,2,,3,4,2,0,0,2,2,-99,309_667_2006,2,309_666_2011,,,,,,,,,5,,48989,49356,79391,114,122,499,1405,10,0,0
309,Sudan: Government,669,Government of Sudan - SLM/A-Unity,1,0,Sudan,309_669,2/28/2013,2/28/2013,,309_669_2013,1/1/1989,12/16/2018,,309_2018,Sudan,2,,3,4,2,0,0,3,,4,309_14150_2015,,,,,,,,,,,,,48989,49356,79391,3,3,3,1405,1,1,0
309,Sudan: Government,670,Government of Sudan - SSDM/A,1,1,Sudan,309_670,4/30/2010,3/8/2011,,309_670_2011,1/1/1989,12/16/2018,,309_2018,Sudan,2,,3,4,1,0,0,3,,4,11345_11978_2011,,,,,,,,,,,,,48989,49356,79391,582,582,861,1405,23,1,0
309,Sudan: Government,11975,Government of Sudan - SPLM/A-North,1,1,Sudan,309_11975,6/5/2011,11/12/2011,11/3/2015,309_11975_2011,1/1/1989,12/16/2018,,309_2018,Sudan,2,,3,4,2,0,0,2,2,2,309_663_2004,,,,,,,,,,,4,,48989,49356,79391,190,190,570,1405,37,0,0
309,Sudan: Government,11975,Government of Sudan - SPLM/A-North,1,0,Sudan,309_11975,11/3/2015,12/1/2017,,309_11975_2017,1/1/1989,12/16/2018,,309_2018,Sudan,2,,3,4,2,0,0,0,,,,,,,,,,,,,,,,48989,49356,79391,534,534,931,1405,57,0,0
309,Sudan: Government,11976,Government of Sudan - SSLM/A,1,1,Sudan,309_11976,3/23/2011,6/13/2011,,309_11976_2011,1/1/1989,12/16/2018,,309_2018,Sudan,2,,3,4,1,0,0,3,,4,11345_11979_2012,,,,,,,,,,,,,48989,49356,79391,296,320,571,1405,15,1,0
309,Sudan: Government,11988,Government of Sudan - SRF,1,1,Sudan,309_11988,11/22/2011,12/16/2018,,309_11988_2018,1/1/1989,12/16/2018,,309_2018,Sudan,2,,3,4,2,0,0,0,6,6,309_11975_2011,6,309_665_2011,6,309_666_2011,6,309_668_2011,,,,,,,48989,49356,79391,4496,4685,12550,1405,503,0,0
309,Sudan: Government,14134,Government of Sudan - SARC,1,1,Sudan,309_14134,2/28/2014,3/9/2014,9/21/2017,309_14134_2014,1/1/1989,12/16/2018,,309_2018,Sudan,2,,3,4,2,0,0,2,,,,,,,,,,,,,,3,,48989,49356,79391,73,111,111,1405,3,0,0
309,Sudan: Government,14134,Government of Sudan - SARC,1,0,Sudan,309_14134,9/21/2017,2/27/2018,,309_14134_2018,1/1/1989,12/16/2018,,309_2018,Sudan,2,,3,4,2,0,0,0,,,,,,,,,,,,,,,,48989,49356,79391,46,46,53,1405,3,0,0
309,Sudan: Government,14150,Government of Sudan - Darfur Joint Resistance Forces,1,1,Sudan,309_14150,3/2/2014,1/1/2015,,309_14150_2015,1/1/1989,12/16/2018,,309_2018,Sudan,2,,3,4,2,0,0,0,6,6,309_666_2011,6,309_668_2011,6,309_666_2011,6,309_669_2013,,,,,,,48989,49356,79391,309,309,1014,1405,15,0,0
313,Sri Lanka (Ceylon): Government,674,Government of Sri Lanka - JVP,1,1,Sri Lanka,313_674,1/5/1989,2/23/1990,,313_674_1990,1/5/1989,2/23/1990,,313_1990,Sri Lanka,2,,3,3,1,0,0,0,,,,,,,,,,,,,,,,449,449,578,449,449,578,118,118,0,0
314,Uganda: Government,686,Government of Uganda - UPA,1,1,Uganda,314_686,4/17/1989,8/9/1992,3/11/1994,314_686_1992,4/4/1989,8/9/1992,2/18/1994,314_1992,Uganda,2,,3,4,2,1,2,1,,,,,,,,,,,,,,2,2,2565,2565,2598,1106,1106,1127,40,23,0,0
314,Uganda: Government,686,Government of Uganda - UPA,1,0,Uganda,314_686,3/11/1994,3/11/1994,,314_686_1994,2/18/1994,12/23/2018,,314_2018,Uganda,2,,3,4,2,0,0,0,,,,,,,,,,,,,,,,11137,11245,14755,1,1,1,1358,1,0,0
314,Uganda: Government,688,Government of Uganda - LRA,1,1,Uganda,314_688,4/4/1989,9/5/1991,2/18/1994,314_688_1991,4/4/1989,8/9/1992,2/18/1994,314_1992,Uganda,2,,3,4,1,1,2,1,,,,,,,,,,,,,,3,2,2565,2565,2598,1459,1459,1471,40,17,0,0
314,Uganda: Government,688,Government of Uganda - LRA,1,0,DR Congo (Zaire),314_688,2/18/1994,8/26/2018,,314_688_2018,2/18/1994,12/23/2018,,314_2018,Uganda,2,,3,4,1,0,0,0,,,,,,,,,,,,,,,,11137,11245,14755,7168,7171,10231,1358,1018,0,0
314,Uganda: Government,689,Government of Uganda - ADF,1,1,DR Congo (Zaire),314_689,11/1/1996,11/1/2002,4/1/2006,314_689_2002,2/18/1994,12/23/2018,,314_2018,Uganda,2,,3,4,4,0,0,1,,,,,,,,,,,,,,4,,11137,11245,14755,1752,1752,1894,1358,149,0,0
314,Uganda: Government,689,Government of Uganda - ADF,1,1,Uganda,314_689,4/1/2006,10/18/2007,6/28/2010,314_689_2007,2/18/1994,12/23/2018,,314_2018,Uganda,2,,3,4,4,0,0,1,,,,,,,,,,,,,,3,,11137,11245,14755,113,113,185,1358,20,0,0
314,Uganda: Government,689,Government of Uganda - ADF,1,1,DR Congo (Zaire),314_689,6/28/2010,12/23/2018,,314_689_2018,2/18/1994,12/23/2018,,314_2018,Uganda,2,,3,4,4,0,0,0,,,,,,,,,,,,,,,,11137,11245,14755,1844,1949,2185,1358,148,0,0
314,Uganda: Government,690,Government of Uganda - WNBF,1,1,Uganda,314_690,10/18/1995,11/21/1996,10/20/1998,314_690_1996,2/18/1994,12/23/2018,,314_2018,Uganda,2,,3,4,3,0,0,1,1,1,314_691_1998,,,,,,,,,,,2,,11137,11245,14755,204,204,204,1358,17,0,0
314,Uganda: Government,690,Government of Uganda - WNBF,1,0,Uganda,314_690,10/20/1998,10/27/1998,,314_690_1998,2/18/1994,12/23/2018,,314_2018,Uganda,2,,3,4,3,0,0,0,,,,,,,,,,,,,,,,11137,11245,14755,9,9,9,1358,2,0,0
314,Uganda: Government,691,Government of Uganda - UNRF II,1,0,Uganda,314_691,6/17/1996,7/18/1998,,314_691_1998,2/18/1994,12/23/2018,,314_2018,Uganda,2,,3,4,3,0,0,0,2,2,314_690_1996,,,,,,,,,,,,,11137,11245,14755,46,46,46,1358,3,0,0
315,United Kingdom: Northern Ireland,692,Government of United Kingdom - PIRA,1,0,United Kingdom,315_692,1/28/1989,8/8/1994,9/23/1996,315_692_1994,1/28/1989,8/8/1994,9/23/1996,315_1994,United Kingdom,1,Northern Ireland,3,1,1,1,1,1,,,,,,,,,,,,,,2,2,146,146,150,146,146,150,105,105,0,0
315,United Kingdom: Northern Ireland,692,Government of United Kingdom - PIRA,1,0,United Kingdom,315_692,9/23/1996,6/16/1997,,315_692_1997,9/23/1996,8/15/1998,3/7/2009,315_1998,United Kingdom,1,Northern Ireland,3,1,1,1,2,0,3,1,315_693_1998,,,,,,,,,,,,11,34,34,34,5,5,5,5,4,0,0
